ProductID,ProductName,Price,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays
324,Apricots - Dried,87.9023,10,Low,04-03-2018,Durable,TRUE,42
325,Halibut - Fletches,3.1657,5,Low,13-10-2017,Unknown,TRUE,87
326,Appetizer - Mushroom Tart,38.859,9,High,07-02-2018,Unknown,FALSE,0
327,"Appetizer - Mini Egg Roll, Shrimp",7.1436,2,Medium,20-06-2017,Unknown,FALSE,0
328,Tuna - Salad Premix,96.8781,6,Medium,22-01-2017,Durable,TRUE,35
329,"Pork - Loin, Center Cut",39.3496,6,High,05-04-2018,Weak,TRUE,0
330,Olives - Kalamata,18.7914,10,Medium,05-02-2018,Unknown,FALSE,0
331,Cookies Cereal Nut,67.3505,3,High,23-12-2017,Durable,Unknown,80
332,Bouq All Italian - Primerba,59.7578,5,Low,12-04-2018,Unknown,FALSE,0
333,Cheese - Cottage Cheese,20.2364,7,High,23-01-2018,Weak,FALSE,0
334,Ecolab - Lime - A - Way 4/4 L,21.6133,7,High,08-03-2018,Weak,TRUE,0
335,"Oil - Shortening,liqud, Fry",18.4231,9,Low,14-07-2017,Weak,Unknown,84
336,Broom - Corn,71.9241,2,Low,19-06-2017,Durable,TRUE,0
337,Bread - Rye,83.5373,3,Low,21-06-2017,Durable,TRUE,0
338,Cheese - Camembert,28.9899,11,Low,19-01-2017,Durable,Unknown,0
339,Beef - Striploin Aa,2.389,2,Medium,09-06-2017,Weak,Unknown,0
340,Veal - Sweetbread,28.2349,3,High,04-04-2017,Durable,TRUE,0
341,"Bread - Roll, Canadian Dinner",90.2641,1,Low,19-09-2017,Weak,TRUE,0
342,Mangoes,69.5881,1,Medium,17-03-2017,Unknown,FALSE,51
343,Otomegusa Dashi Konbu,51.2061,1,High,07-12-2017,Durable,FALSE,0
344,Sausage - Liver,63.5389,2,Low,26-08-2017,Unknown,FALSE,114
345,Bread - Calabrese Baguette,98.5978,4,Medium,18-05-2017,Durable,FALSE,67
346,Cheese - Parmesan Grated,17.1914,1,Low,15-02-2018,Unknown,TRUE,0
347,Pail For Lid 1537,94.6253,8,Low,01-02-2017,Unknown,TRUE,0
348,Pasta - Cheese / Spinach Bauletti,55.3683,10,Low,29-11-2017,Durable,TRUE,54
349,Puree - Mocha,86.9086,4,Medium,21-02-2018,Unknown,TRUE,0
350,Isomalt,82.83,8,Low,02-02-2017,Unknown,TRUE,0
351,Hot Chocolate - Individual,96.0823,1,High,28-03-2017,Durable,Unknown,0
352,"Beef - Tenderlion, Center Cut",24.6393,4,Low,06-11-2017,Unknown,FALSE,5
353,Milk Powder,18.1191,8,Medium,04-03-2017,Weak,TRUE,80
354,Crackers Cheez It,6.6975,7,Medium,05-03-2017,Unknown,FALSE,0
355,Olives - Stuffed,59.1687,5,Low,15-04-2018,Durable,FALSE,12
356,Dc - Frozen Momji,17.1274,6,High,25-11-2017,Durable,Unknown,0
357,Tilapia - Fillets,6.8332,2,Medium,27-05-2017,Durable,FALSE,0
358,"Cheese - Boursin, Garlic / Herbs",84.7111,9,Medium,02-09-2017,Unknown,TRUE,0
359,Rice - Long Grain,69.0327,11,High,21-01-2018,Durable,TRUE,96
360,Wine - Hardys Bankside Shiraz,52.2407,10,Medium,04-01-2017,Durable,TRUE,89
361,Coffee Decaf Colombian,36.4516,2,Medium,20-10-2017,Weak,TRUE,71
362,Cumin - Whole,53.3476,7,Medium,26-10-2017,Durable,Unknown,0
363,Cornflakes,48.7712,11,High,06-09-2017,Unknown,TRUE,0
364,Cattail Hearts,8.8429,1,High,01-02-2017,Unknown,Unknown,0
365,"Wine - Red, Harrow Estates, Cab",12.6274,7,Medium,23-01-2017,Weak,TRUE,95
366,Tahini Paste,80.4483,4,High,25-01-2018,Unknown,FALSE,0
367,Bread - Italian Corn Meal Poly,63.8281,5,Medium,12-01-2018,Unknown,TRUE,65
368,Flour - Teff,18.2978,4,Low,14-12-2017,Unknown,FALSE,0
369,Rambutan,87.1785,5,Medium,10-01-2017,Unknown,TRUE,10
370,Muffin - Carrot Individual Wrap,21.8806,4,Low,28-11-2017,Weak,TRUE,0
371,Creme De Banane - Marie,82.4022,8,High,18-07-2017,Durable,Unknown,0
372,Wine - Two Oceans Cabernet,6.2824,3,Low,22-01-2018,Unknown,TRUE,0
373,Beef - Montreal Smoked Brisket,54.8719,9,Medium,01-08-2017,Durable,FALSE,0
374,Jagermeister,49.3846,5,Low,07-05-2018,Durable,FALSE,0
375,Snapple Lemon Tea,83.1755,8,High,05-04-2017,Unknown,TRUE,80
376,Pasta - Angel Hair,40.8126,11,High,26-09-2017,Durable,TRUE,51
377,"Wine - Red, Cooking",75.0785,1,Medium,22-01-2017,Durable,FALSE,7
378,Bread Foccacia Whole,90.7877,9,High,08-06-2017,Durable,FALSE,0
379,Smoked Paprika,89.3046,7,High,18-10-2017,Unknown,FALSE,81
380,Wine - White Cab Sauv.on,85.9743,4,High,05-01-2018,Unknown,TRUE,0
381,Vaccum Bag 10x13,44.2337,1,High,06-01-2018,Unknown,Unknown,41
382,Soup - Campbells Bean Medley,51.7754,4,Medium,28-11-2017,Weak,Unknown,0
383,Cake - Box Window 10x10x2.5,9.9694,2,High,10-04-2017,Weak,Unknown,0
384,Fond - Neutral,56.5197,10,High,03-03-2018,Unknown,TRUE,105
385,"Pork - Back, Short Cut, Boneless",22.7091,10,High,11-11-2017,Durable,FALSE,97
386,Sprouts - Baby Pea Tendrils,42.7112,10,Medium,16-02-2017,Weak,FALSE,0
387,Fondant - Icing,41.6386,9,High,09-02-2018,Durable,FALSE,100
388,Table Cloth 120 Round White,13.5389,1,Medium,21-11-2017,Durable,TRUE,0
389,Pomello,62.4447,3,Medium,01-04-2018,Unknown,Unknown,103
390,"Seedlings - Mix, Organic",1.2956,3,Low,27-12-2017,Unknown,FALSE,0
391,Bread - Bistro White,65.0908,1,Medium,24-01-2017,Unknown,TRUE,72
392,Puree - Passion Fruit,98.8263,5,High,25-02-2018,Unknown,TRUE,33
393,Olive - Spread Tapenade,59.9572,1,Low,08-05-2017,Unknown,Unknown,0
394,Rum - Mount Gay Eclipes,50.1484,3,High,06-06-2017,Durable,TRUE,76
395,Juice - Lime,91.7833,1,Low,22-10-2017,Weak,TRUE,0
396,Tea - Jasmin Green,36.9165,6,High,03-04-2018,Durable,FALSE,0
397,Juice - Happy Planet,20.8169,1,Medium,17-11-2017,Weak,FALSE,70
398,Wine - Wyndham Estate Bin 777,42.3632,11,High,05-11-2017,Weak,TRUE,67
399,Berry Brulee,50.9114,6,Medium,04-08-2017,Unknown,TRUE,0
400,Carbonated Water - Blackcherry,18.1495,1,High,30-08-2017,Durable,TRUE,0
401,"Tart Shells - Sweet, 4",53.3634,8,High,03-02-2017,Unknown,Unknown,51
402,Butter - Unsalted,76.3275,5,High,27-06-2017,Durable,Unknown,6
403,Liners - Baking Cups,68.1898,5,Medium,20-11-2017,Unknown,Unknown,0
404,Pants Custom Dry Clean,65.028,1,Medium,27-03-2017,Durable,FALSE,0
405,Pastry - Raisin Muffin - Mini,0.4278,11,Medium,25-11-2017,Durable,TRUE,0
406,"Shrimp - Baby, Warm Water",89.7999,9,High,13-07-2017,Durable,FALSE,0
407,"Pepsi - Diet, 355 Ml",69.7674,7,High,08-04-2017,Weak,FALSE,0
408,Blueberries,68.7346,4,Low,06-03-2017,Unknown,FALSE,0
409,Skirt - 29 Foot,23.522,11,Medium,08-04-2018,Durable,Unknown,0
410,Fenngreek Seed,18.356,6,Low,20-07-2017,Unknown,Unknown,91
411,Durian Fruit,42.0489,6,Low,03-11-2017,Unknown,TRUE,0
412,Lettuce - California Mix,16.0456,5,High,27-04-2018,Weak,TRUE,0
413,Ice Cream Bar - Oreo Cone,95.4065,3,High,25-03-2018,Durable,FALSE,5
414,Sauerkraut,83.0585,7,Low,17-01-2017,Durable,Unknown,87
415,Mussels - Frozen,8.0069,10,High,07-05-2017,Durable,FALSE,0
416,Baking Powder,84.6763,10,Low,31-03-2018,Weak,TRUE,0
417,"Lamb - Pieces, Diced",43.3781,5,Medium,18-07-2017,Unknown,Unknown,12
418,Truffle Cups - Brown,92.2516,2,Low,12-11-2017,Unknown,TRUE,0
419,Pork - Belly Fresh,86.1338,3,Low,31-07-2017,Weak,TRUE,8
420,Whmis - Spray Bottle Trigger,69.9163,9,High,15-04-2018,Weak,TRUE,0
421,Soup V8 Roasted Red Pepper,38.8096,6,High,25-04-2018,Durable,FALSE,0
422,"Garlic - Primerba, Paste",50.2892,5,High,22-02-2017,Weak,Unknown,60
423,"Fish - Scallops, Cold Smoked",55.8531,2,Medium,21-01-2018,Unknown,Unknown,35
424,Vinegar - Tarragon,85.8828,3,Medium,23-05-2017,Unknown,FALSE,0
425,Wine - Redchard Merritt,56.7898,4,Medium,04-11-2017,Weak,Unknown,0
426,Scallops - Live In Shell,83.5759,3,Low,29-09-2017,Unknown,Unknown,0
427,Wine - Vineland Estate Semi - Dry,46.3252,3,High,17-09-2017,Durable,FALSE,0
428,Wine - Ruffino Chianti,4.7235,7,Medium,25-02-2017,Unknown,TRUE,48
429,Beef - Short Loin,57.6013,4,High,17-07-2017,Weak,FALSE,0
430,Milk - 1%,46.2589,2,Low,12-05-2017,Durable,FALSE,84
431,Muffin Chocolate Individual Wrap,19.9957,10,Medium,18-03-2018,Weak,FALSE,89
432,Beer - Original Organic Lager,32.7153,2,High,26-07-2017,Unknown,FALSE,44
433,"Beans - Kidney, Red Dry",39.8762,3,Low,14-03-2018,Durable,FALSE,11
434,Cookie - Dough Variety,71.1551,7,Low,18-02-2017,Weak,TRUE,0
435,"Salsify, Organic",32.6109,8,High,02-12-2017,Durable,TRUE,0
436,Table Cloth 81x81 White,67.9063,7,High,13-07-2017,Unknown,FALSE,25
437,Chips Potato All Dressed - 43g,83.5856,10,High,09-01-2017,Durable,Unknown,0
438,Juice - Orange,44.9415,2,Low,15-01-2017,Durable,Unknown,0
439,"Beef - Chuck, Boneless",56.0919,11,Medium,09-04-2017,Unknown,FALSE,108
440,Pork - Inside,32.9092,1,Low,01-05-2017,Unknown,Unknown,0
441,Blackberries,72.9439,3,Medium,19-03-2018,Weak,Unknown,0
442,Wine - Ej Gallo Sierra Valley,72.9041,6,Medium,06-12-2017,Unknown,Unknown,106
443,Lettuce - Spring Mix,90.0169,2,Low,22-12-2017,Unknown,FALSE,79
444,Cheese - Cambozola,44.0886,8,Low,13-09-2017,Durable,Unknown,56
445,Pastry - Choclate Baked,59.2467,8,High,23-02-2017,Weak,Unknown,76
446,Sunflower Seed Raw,49.0452,7,High,06-02-2017,Unknown,Unknown,18
447,"Salmon - Atlantic, Skin On",3.4198,3,High,12-04-2018,Unknown,TRUE,0
448,Gatorade - Xfactor Berry,76.8988,5,Low,22-04-2017,Unknown,FALSE,0
449,Nantuket Peach Orange,42.1414,4,Low,31-01-2017,Unknown,FALSE,0
450,Wine - Vidal Icewine Magnotta,7.107,3,Low,01-12-2017,Unknown,Unknown,0
451,Soup - Campbells Tomato Ravioli,93.5384,1,Low,16-09-2017,Durable,FALSE,0
452,Napkin White - Starched,28.5653,11,Low,06-01-2017,Durable,Unknown,0
